Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address,Description,Instagram,Facebook,Downloaded Images,Downloaded Main Image
לוּנה | Luna,,design,https://www.mit4mit.co.il/biz/104978,/uploads/suppliers/לו_נה___Luna_1785516360_1.jpg,/uploads/suppliers/לו_נה___Luna_1785516360_1.jpg,0547332465,,,,5,3,"ירושלים, ישראל","נעים להכיר! אנחנו כאן כדי להפיץ יופי שמשמח את הלב וחוגג את החיים :)
העיצוב שלנו שם דגש על פרחים בשילוב אלמנטים של טקסטיל ותאורה 

מוזמנים לשתף אותנו מה חשוב לכם בעיצוב ובמרחב, מה הסגנון וההשראה שלכם, ומשם אנחנו ניקח את הוויז׳ן ונעיף אותו גבוה
אנחנו מתמחים בסגנון עיצובי רחב ומגוון ואוהבים להגשים לכם את הדמיון ביום המיוחד שלכם

אנחנו נותנים שירות בכל הארץ וגם בחו״ל 

אנחנו כאן לכל שאלה והתייעצות

לוּנה 🌸",https://www.instagram.com/my.luna.flowers?igsh=MTAyOTVhdmR1dWx6dw%3D%3D&utm_source=qr,https://www.facebook.com/profile.php?id=61561026899377&mibextid=wwXIfr&rdid=xcVPjktocOR9NoBg&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F162CTxCaNC%2F%3Fmibextid%3DwwXIfr#,/uploads/suppliers/לו_נה___Luna_1785516360_1.jpg,/uploads/suppliers/לו_נה___Luna_1785516360_1.jpg
פרחי  הרמוניה - משלוחי פרחים במרכז,,design,https://www.mit4mit.co.il/biz/23399,/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516369_1.jpg,/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516369_1.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516370_2.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516371_3.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516372_4.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516373_5.jpg,['1700700395'],,,,5,4,"חיים משה שפירא 35, לוד, ישראל","פרחי הרמוניה - חנות פרחים מדהימה במרכז הארץ.
עיצוב זרי פרחים וסידורי פרחים ברמה גבוהה, עיצוב אירועים פרטיים ועיסקיים,
עיצוב חופות, זרי כלה מדהימים, כמו כן  אצלנו ניתן להשיג עציצים לבית ולמשרד,
עציצים פורחים מסוגים שונים, צמחי נוי, קקטוסים ולאקי במבוק.
אנו מבצעים משלוחי פרחים בכל אזור המרכז, משלוח פרחים, זרים ועוד...
ניתן לצרף למשלוחי הפרחים: זר מתוק, בלוני הליום, דובים, סלסלת ממתקים, ועוד..",,,/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516369_1.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516370_2.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516371_3.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516372_4.jpg|/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516373_5.jpg,/uploads/suppliers/פרחי__הרמוניה_-_משלוחי_פרחים_במרכז_1785516369_1.jpg
ברדק,,design,https://www.mit4mit.co.il/biz/104869,/uploads/suppliers/ברדק_1785516378_1.jpg,/uploads/suppliers/ברדק_1785516378_1.jpg,"['0526028789', '0526066789']",,,,5,4,"חיפה, ישראל","היי לכם 🤍
אנחנו האחיות בר ועינת.
הסטודיו שלנו נולד מתוך תקופה סוערת וכאוטית , מתוך ההבנה שדווקא ברגעים כאלה, חשוב לבחור בשמחה, יופי ואור.
בחרנו לעצב עם פרחים מתוך אהבה עמוקה לטבע, לאסתטיקה ולרגעים שמרגשים את הלב. 
 אנחנו פועלות מצוך סקרנות, הקשבה ורצון אמיתי להגשים עבורכם חלום.
מבחינתנו עיצוב טוב נולד מתו חיבור- הוא אישי,מדויק,מוקפד ונוצר מתוך אהבה ליופי. 
מוזמנים ומוזמנות ליצור איתנו קשר ולעצב לכם את יום חגיגת האהבה.",https://www.instagram.com/bardak_flowers_,,/uploads/suppliers/ברדק_1785516378_1.jpg,/uploads/suppliers/ברדק_1785516378_1.jpg
עדי פלוריסט מעצבת אירועים בפרחים,,design,https://www.mit4mit.co.il/biz/101607,/uploads/suppliers/עדי_פלוריסט_מעצבת_אירועים_בפרחים_1785516394_1.jpg,/uploads/suppliers/עדי_פלוריסט_מעצבת_אירועים_בפרחים_1785516394_1.jpg,['0526320101'],,,,5,1,"חולון, ישראל","היי אני עדי 😊 מעצבת אירועים בפרחים בהתאמה אישית לכם, לחלומות שלכם, לקונספט ובהתאם לתקציב שלכם!",https://www.instagram.com/adi_florist_designer/,https://www.facebook.com/Adifloristdesigner/,/uploads/suppliers/עדי_פלוריסט_מעצבת_אירועים_בפרחים_1785516394_1.jpg,/uploads/suppliers/עדי_פלוריסט_מעצבת_אירועים_בפרחים_1785516394_1.jpg
ורד נקש-עיצוב בפרחים,,design,https://www.mit4mit.co.il/biz/101783,/uploads/suppliers/ורד_נקש-עיצוב_בפרחים_1785516402_1.jpg,/uploads/suppliers/ורד_נקש-עיצוב_בפרחים_1785516402_1.jpg,['0526694242'],,,,5,9,"דוד שמעוני 30, ירושלים, ישראל",,,,/uploads/suppliers/ורד_נקש-עיצוב_בפרחים_1785516402_1.jpg,/uploads/suppliers/ורד_נקש-עיצוב_בפרחים_1785516402_1.jpg
משתלה טיפולית 'דרך הגן',,design,https://www.mit4mit.co.il/biz/94485,/uploads/suppliers/משתלה_טיפולית__דרך_הגן__1785516414_1.jpg,/uploads/suppliers/משתלה_טיפולית__דרך_הגן__1785516414_1.jpg,"['0546858416', '0504122982']",http://www.bdi.org.il,,,5,4,"מעלה הקסטל 8, מבשרת ציון, ישראל","המשתלה הטיפולית 'דרך הגן' של עמותת ""בית דוד"" הינה משתלה מיוחדת המספקת תעסוקה לנשים מיוחדות. 
בנות ""בית דוד"" מגיעות למשתלה שלנו ונהנות מעבודה בסביבה המשרה רוגע ובד בד תעסוקה טיפולית ומספקת. 
יחד אנחנו מגדלות צמחים שונים, שותלות, משקות, אורזות ומטפחות אותם. 
העשייה המשותפת במרחב פסטורלי יוצרת אוירה שמאפשרת להתבונן מנקודת מבט טובה יותר על אירועי היום יום. 
עיקר עבודתנו מתמקדת באריזת שתילים המשמשים כמזכרות לאורחים בחתונות ואירועים שונים ומוצגים במרכז השולחן באירוע, לכן אנחנו אורזות יחד את השתילים שלנו עד לקבלת מוצר מוגמר באופן בלי מתפשר על הנראות! 
לקוחותינו מזמינים מאיתנו צמחים מתוך הבנה עמוקה בחשיבות עידוד עסקים חברתיים המשמשים כתעסוקה לאנשים בעלי צרכים מיוחדים. 
נשמח לשמוע ממכם בשמחות שלכם. 
לילך",,https://www.facebook.com/%D7%93%D7%A8%D7%9A-%D7%94%D7%92%D7%9F-%D7%91%D7%99%D7%AA-%D7%93%D7%95%D7%93-545131529157677/?modal=admin_todo_tour,/uploads/suppliers/משתלה_טיפולית__דרך_הגן__1785516414_1.jpg,/uploads/suppliers/משתלה_טיפולית__דרך_הגן__1785516414_1.jpg
הודיה פרחים לאירועים,,design,https://www.mit4mit.co.il/biz/102269,/uploads/suppliers/הודיה_פרחים_לאירועים_1785516423_1.jpg,/uploads/suppliers/הודיה_פרחים_לאירועים_1785516423_1.jpg,['0546874965'],,,,5,17,"ירושלים, ישראל",,,,/uploads/suppliers/הודיה_פרחים_לאירועים_1785516423_1.jpg,/uploads/suppliers/הודיה_פרחים_לאירועים_1785516423_1.jpg
LATE BLOOMER,,design,https://www.mit4mit.co.il/biz/103562,/uploads/suppliers/LATE_BLOOMER_1785516432_1.jpg,/uploads/suppliers/LATE_BLOOMER_1785516432_1.jpg,"['0523432582', '0523432582']",,,,5,3,"המייסדים, זכרון יעקב, ישראל",,,,/uploads/suppliers/LATE_BLOOMER_1785516432_1.jpg,/uploads/suppliers/LATE_BLOOMER_1785516432_1.jpg
blooming by shira,,design,https://www.mit4mit.co.il/biz/101877,/uploads/suppliers/blooming_by_shira_1785516441_1.jpg,/uploads/suppliers/blooming_by_shira_1785516441_1.jpg,['0532823730'],,,,5,9,"מודיעין מכבים רעות, ישראל","היי נעים מאוד, שמי שירה ואני כאן כדי לעצב לכם את חתונת החלומות!

ביחד נוכל לעצב את החתונה שלכם בצורה הכי מיוחדת ומדוייקת שיש עבורכם
והכי חשוב בתקציב שלכם!!
מעצבת עם פרחים טריים חופות, סידורי שולחן, כסא כלה, זרי כלה ועוד 

דברו איתי וביחד נגשים חלום.
מתרגשת לעצב לכם את חתונת החלומות",https://instagram.com/blooming_by_shira?igshid=MmIzYWVlNDQ5Yg==,,/uploads/suppliers/blooming_by_shira_1785516441_1.jpg,/uploads/suppliers/blooming_by_shira_1785516441_1.jpg
חינה כיסופי מרוקו,,design,https://www.mit4mit.co.il/biz/95043,/uploads/suppliers/חינה_כיסופי_מרוקו_1785516451_1.jpg,/uploads/suppliers/חינה_כיסופי_מרוקו_1785516451_1.jpg,0506323230,,,,5,2,"רמת גן, ישראל","חינה כיסופי מרוקו 
הפקת אירועי חינה יוקרתיים / מקווה -חינה / חינה בוטיק 
תפאורה אותנטית
תלבושות מרהיבות לנשים / גברים / ילדים
תלבושות חתן כלה בתפירה אישית (2018)
עיצוב שוק מרוקאי (עם/ ללא מתוקים)

**השנה לא תפרנו קולקציה חדשה ...**
השנה החלטנו לפנק כל אחת מכן בתפירה אישית
את מחליטה מה תלבשי...
הסטייל- שלך
ההפקה - שלנו
באירוע שלך את/ה האורח/ת

**תפירה של 2 סטים חתן וכלה**
**תפירה של 3 סטים כלה**
**קיימים דגמים נוספים במלאי**",,https://www.facebook.com/%D7%97%D7%99%D7%A0%D7%94-%D7%9B%D7%99%D7%A1%D7%95%D7%A4%D7%99-%D7%9E%D7%A8%D7%95%D7%A7%D7%95-636736889690352/,/uploads/suppliers/חינה_כיסופי_מרוקו_1785516451_1.jpg,/uploads/suppliers/חינה_כיסופי_מרוקו_1785516451_1.jpg
הזמנה בקליק,,design,https://www.mit4mit.co.il/biz/104783,/uploads/suppliers/הזמנה_בקליק_1785516460_1.jpg,/uploads/suppliers/הזמנה_בקליק_1785516460_1.jpg,"['0508449560', '0526990372']",http://Www.oneclickinvite.com,,,5,1,"פרישמן 43, קרית אתא, ישראל","הזמנה בקליק – מעל 900 עיצובים להזמנות דיגיטליות לחתונה וחינה!
מעצבים לבד בקלות, מקבלים תוך דקות. איכות, שירות ומחיר מעולים – זמינים בשבילכם 24/7.",https://www.instagram.com/hazmana.bclick?igsh=N3c2a25jYTV0dzQ0,,/uploads/suppliers/הזמנה_בקליק_1785516460_1.jpg,/uploads/suppliers/הזמנה_בקליק_1785516460_1.jpg
זוהר פיית האירועים - פינת ילדים קסומה עם הפעלות לחתונה שלכם,,design,https://www.mit4mit.co.il/biz/103585,/uploads/suppliers/זוהר_פיית_האירועים_-_פינת_ילדים_קסומה_עם_הפעלות_לחתונה_שלכם_1785516468_1.jpg,/uploads/suppliers/זוהר_פיית_האירועים_-_פינת_ילדים_קסומה_עם_הפעלות_לחתונה_שלכם_1785516468_1.jpg,0549465592,https://theeventfairy.my.canva.site/,,,5,6,"בת חפר, ישראל","בחתונה מושלמת כולם חלק מהחגיגה – בלי לוותר על אף אחד! ✨💍
בחתונה שלכם, כל אורח חשוב – גם הגדולים וגם הקטנים!
הפינה הקסומה שלי מאפשרת לקטנטנים של האורחים שלכם ליהנות במרחב בטוח ונעים שמותאם בדיוק להם, בזמן שהמבוגרים יכולים להיות נוכחים באמת באירוע שלכם – לשמוח, לרקוד ולהרים לכם מכל הלב, בלי לחתוך באמצע כי הבייביסיטר הבריזה...

🎁 תנו לאורחים שלכם להגיע עם – ולהרגיש בלי!

✔ בלי לוותר על אף אחד – ההורים לא צריכים לרדוף אחרי הילדים, והילדים לא משתעממים!
✔ בלי דאגות – האורחים פנויים באמת לחגוג אתכם, לשוחח, לרקוד ולהרים באהבה.
✔ בלי הסחות דעת – אתם נהנים מחתונה קסומה, רגועה וזורמת, והאורחים מודים לכם על תשומת הלב.
✔ בלי לפגוע באווירה – הפינה משתלבת בטבעיות, לא הפעלה רועשת אלא מרחב מעוצב ונעים לילדים.

🎭✨ פיית האירועים – כי לכל אורח מגיע הרגע הקסום בחתונה שלכם!

📩 דברו  איתי וניתן לקסם להתחיל! זוהר",https://www.instagram.com/zoharfairyevents/,https://www.facebook.com/profile.php?id=61564948894139&locale=he_IL,/uploads/suppliers/זוהר_פיית_האירועים_-_פינת_ילדים_קסומה_עם_הפעלות_לחתונה_שלכם_1785516468_1.jpg,/uploads/suppliers/זוהר_פיית_האירועים_-_פינת_ילדים_קסומה_עם_הפעלות_לחתונה_שלכם_1785516468_1.jpg
נוי מלכה,,design,https://www.mit4mit.co.il/biz/104113,/uploads/suppliers/נוי_מלכה_1785516477_1.jpg,/uploads/suppliers/נוי_מלכה_1785516477_1.jpg,['0508364941'],http://Instagram.com/noymalkadesign,,,5,2,"מושב גאליה, ישראל","יוצרת חוויות ומעצבת אירועים, מתמחה ביצירת מעטפת עיצובית מלאה, המשלבת יוקרה, דיוק ותשומת לב לפרטים – כל אירוע הופך לחוויה בלתי נשכחת.",https://www.instagram.com/noymalkadesign/,https://www.facebook.com/noymalkadesign,/uploads/suppliers/נוי_מלכה_1785516477_1.jpg,/uploads/suppliers/נוי_מלכה_1785516477_1.jpg
קבוצת גיר | פתרונות הגברה ותאורה לאירועים,,design,https://www.mit4mit.co.il/biz/98957,/uploads/suppliers/קבוצת_גיר___פתרונות_הגברה_ותאורה_לאירועים_1785516485_1.jpg,/uploads/suppliers/קבוצת_גיר___פתרונות_הגברה_ותאורה_לאירועים_1785516485_1.jpg,0504903066,http://Djgear.co.il,,,5,38,"אשדוד, ישראל","חברתנו מתמחה במתן פתרונות תאורה הגברה ועיצובי במה.
אנחנו יודעים להפוך את האירוע שלכם לאירוע שכולם ידברו עליו .
עמדות דיגיי מעוצבות לחתונה ולאפטר 
בנוסף מתמחים במסיבות רווקות ורווקים בים",https://www.instagram.com/dj_gear__/,https://m.facebook.com/profile.php?id=100063568741823,/uploads/suppliers/קבוצת_גיר___פתרונות_הגברה_ותאורה_לאירועים_1785516485_1.jpg,/uploads/suppliers/קבוצת_גיר___פתרונות_הגברה_ותאורה_לאירועים_1785516485_1.jpg
עידו פריד- עיצוב אירועים,,design,https://www.mit4mit.co.il/biz/32352,/uploads/suppliers/עידו_פריד-_עיצוב_אירועים_1785516496_1.jpg,/uploads/suppliers/עידו_פריד-_עיצוב_אירועים_1785516496_1.jpg,"['0523256046', '0547636336']",http://idofrid.co.il/,,,4,61,"היובלים 53, בארותיים, ישראל",עיצוב פרחים לארועים,,https://www.facebook.com/idofrid1,/uploads/suppliers/עידו_פריד-_עיצוב_אירועים_1785516496_1.jpg,/uploads/suppliers/עידו_פריד-_עיצוב_אירועים_1785516496_1.jpg
דניאל בן משה עיצוב אירועים,,design,https://www.mit4mit.co.il/biz/104380,/uploads/suppliers/דניאל_בן_משה_עיצוב_אירועים_1785516504_1.jpg,/uploads/suppliers/דניאל_בן_משה_עיצוב_אירועים_1785516504_1.jpg,['0506914259'],,,,5,1,"פרוג 6, תל אביב-יפו, ישראל","היי אני דניאל🌻
אחרי הרבה שנים של לימוד, מחשבה,שיתופי פעולה וצבירת נסיון  בתחום עיצוב אירועים..
בקיץ האחרון עשיתי את הצעד ולראשונה עיצבתי חתונה מהממת לבדי🤩
כשראיתי את התוצאה והתגובות המדהימות הבנתי שזה זה! אני שם!🥰
הבנתי גם כמה המקצוע שלי.. אדריכלות דומה ותומך בתחום של עיצוב אירועים..
ויותר מזה הבנתי שזה מה שאני רוצה לעשות וכמה שיותר! 🥳💕❣
גיליתי שהרצון האמיתי שלי הוא להעניק לעוד מלא זוגות, את העיצוב שחלמו בתוספת האהבה המטורפת שלי לתחום ולאנשים בכללי❣
עוד דבר שגיליתי בדרך הוא שאפשר לעשות עיצוב חלומי גם במחירים מאד מפתיעים וכך בעצם לאפשר להרבה יותר זוגות את החוויה שתמיד חלמו עליה😍
אז זהו,אני יוצאת לדרך עצמאית בעיצוב אירועים ויותר מאשמח להיות חלק מהאירוע שלכם.. אירועים גדולים כקטנים 
מכל הסוגים. 💐🪻🪷",,,/uploads/suppliers/דניאל_בן_משה_עיצוב_אירועים_1785516504_1.jpg,/uploads/suppliers/דניאל_בן_משה_עיצוב_אירועים_1785516504_1.jpg
פרחים בשנקין,,design,https://www.mit4mit.co.il/biz/92163,/uploads/suppliers/פרחים_בשנקין_1785516513_1.jpg,/uploads/suppliers/פרחים_בשנקין_1785516513_1.jpg,['03-566-3582'],http://www.shenkin-flowers.co.il,,,5,1,שינקין 58,"פרחים בשנקין - נולדה מאהבה גדולה לתחום ונוצרת כאומנות.
לעסק משלוחים לכל רחבי השרון והמרכז.",,https://www.facebook.com/pages/%D7%A4%D7%A8%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%A0%D7%A7%D7%99%D7%9F/444526278926055?fref=ts,/uploads/suppliers/פרחים_בשנקין_1785516513_1.jpg,/uploads/suppliers/פרחים_בשנקין_1785516513_1.jpg
כּלוּש-בית התארגנוּת כּלה,,design,https://www.mit4mit.co.il/biz/102012,/uploads/suppliers/כ_לו_ש-בית_התארגנו_ת_כ_לה_1785516524_1.jpg,/uploads/suppliers/כ_לו_ש-בית_התארגנו_ת_כ_לה_1785516524_1.jpg,0525516186,,,,5,1,"נחמיה 118, ראשון לציון, ישראל","*✨כּלוּש ✨*
פותחים את ליבנו וביתנו 
לארח אתכן כּלוּשיוֹת לעתיד 🌸אצלנו
בבית התארגנות כלה הראשון בראשל״צ באווירה חלומית,מפנקת,מלאה בסטייל..
עם כל מה שכּלה צריכה ביום 
הכל כך מרגש הזה,והרבה מעבר!
וגם בלילה כמובן✨
הגינה שלנו היא מקום מוּשלם 🌿
מלאת מחשבה,קסם וייחודיות 
והמון פינות מטריפות לצילומים 📸
ולמפגש עם החתן🤵‍♂️ או הכלה 👰🏼‍♀️שלך 🫶🏻
כּלוּש נוצרה מתוך הרצון להעניק חוויה מוּשלמת 
לכלות ביום חתונתן,להתפנק ולהתכונן לרגע המפגש בנחת מבלי לדאוג לשום דבר!!
בשביל זה אנחנו פה,את פשוט תהני מכל רגע..
אצלנו בבית,ביום החתונה כל חלל קומת הקרקע עומד לרשותך בפנים וגם בחוץ,לנוחיות מקסימלית.
אם בחרת להגיע להתפנק כבר יום קודם לכן עם המלוות שלך,תתארחו בסוויטת הלינה המדהימה שלנו הממוקמת גם היא בקומת הקרקע ולה כניסה נפרדת משלה במסדרון השיקי שלנו מול הכניסה לחלל המרכזי.
בבוקר למחרת הדלתות נפתחות והגישה היא חופשית,נוחה ומאפשרת התארגנות בכל החללים בכייף,בשמחה,בשקט או ברעש 🎉 מה שאת אוהבת,זה היום שלך!
כמובן שאתם מוזמנים לחזור אלינו אחרי הארוע ללילה נוסף כזוג נשוי!

*אצלנו לא מחייבים במס׳ לילות ואפילו תוכלו להגיע ליום התארגנות ללא לינה אם זה מה שאתן בוחרות!

נשמח לארח אתכן אצלנו
       בכּלוּש 🫶🏻
*יוֹם • שהוּא • חלוֹם*",https://instagram.com/kalushbride?igshid=NDk5N2NlZjQ=,https://www.facebook.com/profile.php?id=100091935645125&mibextid=LQQJ4d,/uploads/suppliers/כ_לו_ש-בית_התארגנו_ת_כ_לה_1785516524_1.jpg,/uploads/suppliers/כ_לו_ש-בית_התארגנו_ת_כ_לה_1785516524_1.jpg
שלומי קליין עיצוב אירועים,,design,https://www.mit4mit.co.il/biz/101559,/uploads/suppliers/שלומי_קליין_עיצוב_אירועים_1785516534_1.jpg,/uploads/suppliers/שלומי_קליין_עיצוב_אירועים_1785516534_1.jpg,"['0542515661', '0504439964']",,,,5,2,"ראשון לציון, ישראל","שלום, שמי שלומי קליין. מעצב אירועים עם תשוקה להפוך רגעים לחוויות בלתי נשכחות עם כמעט עשור של וותק ועבודה קשה בהפקה ועיצוב אירועים. במהלך השנתיים האחרונות, יצאתי למסע העצמאי שלי, מונע ממחויבות עמוקה ליצירת אירועים מותאמים באופן ייחודי לקהל לקוחותיי. כל פרט בעיצובים שלי מורכב מהקפדה והתחשבות, במטרה לגעת במהות סיפור האהבה של הזוג ולעורר רגשות שיישמרו לכל החיים. ליום המיוחד שלכם מגיע לא פחות ממושלם ובשביל זה אני כאן – לשמוע וליצור מתוך הדמיון שלכם ולהתאים אותו לתקציב ולרצון שלכם! 
אשמח שתתנו לי את הזכות להיות חלק מהיום מהרגע הגדול שלכם 😊 
שלומי

אינסטגרם: Shlomik_design",https://www.instagram.com/shlomik_design?igsh=YTQwZjQ0NmI0OA%3D%3D&utm_source=qr,,/uploads/suppliers/שלומי_קליין_עיצוב_אירועים_1785516534_1.jpg,/uploads/suppliers/שלומי_קליין_עיצוב_אירועים_1785516534_1.jpg
סאגה עיצוב אירועים,,design,https://www.mit4mit.co.il/biz/15866,/uploads/suppliers/סאגה_עיצוב_אירועים_1785516547_1.jpg,/uploads/suppliers/סאגה_עיצוב_אירועים_1785516547_1.jpg,050-3713010,http://WWW.SAGA-DESIGN.CO.IL,,,5,4,,"עיצוב כל סוגי האירועים
חתונות,בר מצווה,בריתות,אירועי חברה
ובנוסף אנו משכירים ציוד לעיצובים למפיקים,מעצבים,ופרטיים",,,/uploads/suppliers/סאגה_עיצוב_אירועים_1785516547_1.jpg,/uploads/suppliers/סאגה_עיצוב_אירועים_1785516547_1.jpg
תימורה עיצובים,,design,https://www.mit4mit.co.il/biz/103952,/uploads/suppliers/תימורה_עיצובים_1785516557_1.jpg,/uploads/suppliers/תימורה_עיצובים_1785516557_1.jpg,['0545492299'],https://timoradesigns.co.il/,,,5,0,"תל אביב, ישראל","עיצוב אירועים מהלב של תימורה

תימורה יוצרת חוויות בלתי נשכחות
שמאפשרות להרגיש שיש על מי לסמוך
אנחנו בוחרים בקפידה את העיצובים שלנו
כי כל פרויקט מקבל את מלוא תשומת הלב וההשקעה שלנו
אם אתם מחפשים מישהי שתיקח את החזון שלכם לגבהים חדשים
אנחנו כאן
כל עוד זה מרגיש כמו ההתאמה הנכונה עבור שנינו.

🤍 עיצוב אירועים מהלב של תימורה – כי אצלנו כל אירוע מתחיל בחיבור אמיתי 🤍",https://www.instagram.com/timora_designs/,https://www.facebook.com/groups/1697320937077746/?hoisted_section_header_type=recently_seen&multi_permalinks=3120339698109189,/uploads/suppliers/תימורה_עיצובים_1785516557_1.jpg,/uploads/suppliers/תימורה_עיצובים_1785516557_1.jpg
ליאב - עיצוב אירועים בפרחים,,design,https://www.mit4mit.co.il/biz/100763,/uploads/suppliers/ליאב_-_עיצוב_אירועים_בפרחים_1785516565_1.jpg,/uploads/suppliers/ליאב_-_עיצוב_אירועים_בפרחים_1785516565_1.jpg,['0502027542'],https://liavflowers.co.il/,,,5,19,"המגיד 18, ירושלים, ישראל","היי לכם, איזה כיף שאתם פה! 
אני ליאב, מעצבת אירועים יפים בפרחים ובכלל, כאן כדי לעצב לכם אירוע שמגשים את החלום שלכם- בתקציב שנוח לכם. מעצבת חתונות קטנות וגדולות, עמדות שזירה, וסדנאות לאירועים. 
אשמח לשמוע ממכם :)",,https://www.facebook.com/profile.php?id=100070281219960&mibextid=LQQJ4d,/uploads/suppliers/ליאב_-_עיצוב_אירועים_בפרחים_1785516565_1.jpg,/uploads/suppliers/ליאב_-_עיצוב_אירועים_בפרחים_1785516565_1.jpg
אוהנה | Hoana,,design,https://www.mit4mit.co.il/biz/97168,/uploads/suppliers/אוהנה___Hoana_1785516574_1.jpg,/uploads/suppliers/אוהנה___Hoana_1785516574_1.jpg,"0542529582,0509013313",,,,5,1,"דרך החיטה 34, מושב ינוב, ישראל",,,,/uploads/suppliers/אוהנה___Hoana_1785516574_1.jpg,/uploads/suppliers/אוהנה___Hoana_1785516574_1.jpg
ענבל ינאי עיצוב אירועים,,design,https://www.mit4mit.co.il/biz/97709,/uploads/suppliers/ענבל_ינאי_עיצוב_אירועים_1785516585_1.jpg,/uploads/suppliers/ענבל_ינאי_עיצוב_אירועים_1785516585_1.jpg,0559704471,http://www.inbaly.co.il,,,5,78,"בנימינה, בנימינה גבעת עדה, ישראל","עיצוב אירוע הוא חלק נכבד ביצירת החוויה ויצירת אירוע מרהיב ומוצלח. האוכל יכול להיות טעים והמוסיקה יכולה להיות נעימה לאוזן, אך ללא תפאורה מתאימה וללא יצירת הסיפור  שאליו נכנסים האורחים, האירוע יהיה חסר. זוהי מהות עיצוב האירוע. עיצוב אירוע ייתן את אפקט ה-""וואו"" שאתם רוצים ואת תחושת הסיפוק בסיומו.

 עיצוב אירוע בעצם מתחיל מאזור החנייה וההגעה למרחב האירוע ועד למרחבים המרכזיים ואזורי הישיבה. הכל מוקפד ומיועד לנוחות מירבית, קלות ונגישות, תאווה לעיניים ותחושת הנאה. הצוות יודע, מיומן וערוך ליצור את התפאורה וליצור את התחושה המרגשת של האירוע. 
עיצוב מתחם החופה, עיצוב מרכזי שולחן, עיצוב אוירה והמתחמים השונים בלוקיישן שבחרתם.

רוצים ליצור קסם של אירוע? מוזמנים להתקשר באהבה",https://www.instagram.com/inbalyanaidesigner/,https://www.facebook.com/inbalslylevents,/uploads/suppliers/ענבל_ינאי_עיצוב_אירועים_1785516585_1.jpg,/uploads/suppliers/ענבל_ינאי_עיצוב_אירועים_1785516585_1.jpg
oopsy daisy,,design,https://www.mit4mit.co.il/biz/98873,/uploads/suppliers/oopsy_daisy_1785516594_1.jpg,/uploads/suppliers/oopsy_daisy_1785516594_1.jpg,"['0524847829', '0542620510']",,,,5,29,"הטורים, נתניה","עיצוב ומיתוג אירועים בהתאמה אישית.
מחכות להגשים לכם את החלום
חפשו אותנו באינסטגרם oopsydaisy.flwrs@",https://Oopsydaisy.flwrs,https://Oopsydaisy.flwrs,/uploads/suppliers/oopsy_daisy_1785516594_1.jpg,/uploads/suppliers/oopsy_daisy_1785516594_1.jpg
אמרה,,design,https://www.mit4mit.co.il/biz/103876,/uploads/suppliers/אמרה_1785516603_1.jpg,/uploads/suppliers/אמרה_1785516603_1.jpg,['0528029205'],,,,5,4,"שפינוזה 6, ראשון לציון, ישראל","עיצוב ושירת פרחים לחתונות ואירועים!
אני נגה, בוגרת תואר שני בבצלאל ומעצבת פרחים ואירועים בשלוש שנים האחרונות. הכל התחיל כשעיצבתי לעצמי את החתונה, ומשם הבנתי כמה קסם, שמחה ומקוריות יש בעיסוק הזה!
אני המעצבת שתתן לכל החלומות שלך להתגשם בהתאם לתקציב מותאם אישית. 
אצלי הכל אפשרי, אין שילובים אסורים, אין דברים שאי אפשר, בואי לעצב את האירוע שחלמת עליו יחד איתי :)",https://www.instagram.com/amara_flowers_design?igsh=MjVwamQ2bHRwM3E3&utm_source=qr,https://www.facebook.com/noga.rozman?mibextid=LQQJ4d,/uploads/suppliers/אמרה_1785516603_1.jpg,/uploads/suppliers/אמרה_1785516603_1.jpg
