Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address
די-ג׳יי רפאל חתונות ואירועים,050-3006169,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\די-ג_יי_רפאל_חתונות_ואירועים_1785430010_1.jpg,,050-3006169,https://www.instagram.com/DJ_refael,,,5,3,"נשר, ישראל"
נגן בוזוקי לאירועים | יקיר זיתון,052-6607062,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נגן_בוזוקי_לאירועים___יקיר_זיתון_1785430018_1.jpg,,052-6607062,https://my-music.co.il/,,,5,6,"באר שבע, ישראל"
אנסמבל איברהים - להקה לאירועים,054-4337473,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אנסמבל_איברהים_-_להקה_לאירועים_1785430027_1.jpg,,054-4337473,https://e-ibrahim.co.il/,,,5,7,"באר שבע, ישראל"
אסף חן | כסא כלה וליווי חופה,054-5757490,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אסף_חן___כסא_כלה_וליווי_חופה_1785430035_1.jpg,,054-5757490,https://asafchen.com/,,,5,78,"גבעת שמואל, ישראל"
להקת כפיים,050-2042538,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_כפיים_1785430044_1.jpg,,050-2042538,https://kapaimband.com/weddings,,,5,6,"פרדס חנה כרכור, ישראל"
שיר ברוקס- נגנית נבל לאירועים,050-7155343,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שיר_ברוקס-_נגנית_נבל_לאירועים_1785430055_1.jpg,,050-7155343,,,,5,4,"הוד השרון, ישראל"
Trioli Band,054-2014361,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Trioli_Band_1785430065_1.jpg,,054-2014361,http://trioliband.com,,,5,21,"קדימה צורן, ישראל"
וינטאג' וייבס | VINTAGE VIBES,052-4871987,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\וינטאג__וייבס___VINTAGE_VIBES_1785430080_1.jpg,,052-4871987,https://www.waterman-project.com/vintage-vibes-band,,,5,21,"תל אביב, ישראל"
אבישי רוזן - די ג׳י חתונות,050-4351834,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אבישי_רוזן_-_די_ג_י_חתונות_1785430099_1.jpg,,050-4351834,,,,5,12,ישראל
דיג׳יי יהודה אלקיים,050-2007613,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דיג_יי_יהודה_אלקיים_1785430111_1.jpg,,050-2007613,https://www.instagram.com/djyehudaelkayam/,,,5,5,"חריש, ישראל"
פלימביז,054-5872303,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\פלימביז_1785430122_1.jpg,,054-5872303,http://www.fleembiz.com,,,5,2,"תוף מרים 6, הרצליה, ישראל"
די ג'יי שחר רונן | DJ Shahar Ronen,052-3613000,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\די_ג_יי_שחר_רונן___DJ_Shahar_Ronen_1785430132_1.jpg,,052-3613000,https://www.djsr.co.il/,,,5,112,"הוד השרון, ישראל"
להקת אוברטון | להקת ארועים,050-4433222,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_אוברטון___להקת_ארועים_1785430140_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_אוברטון___להקת_ארועים_1785430141_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_אוברטון___להקת_ארועים_1785430142_3.jpg,050-4433222,http://overtonemusic.co.il,,,5,210,"תל אביב יפו, תל אביב יפו"
היידה - מוסיקה לאירועים,050-6794611,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\היידה_-_מוסיקה_לאירועים_1785430148_1.jpg,,050-6794611,http://www.instagram.com/musicbyhayde,,,5,2,"בית זית, ישראל"
תפטיר,052-6996742,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תפטיר_1785430157_1.jpg,,052-6996742,https://www.instagram.com/taftir.band/,,,5,1,"בן אשר, תל אביב-יפו, ישראל"
להקת רימונים,054-6490331,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_רימונים_1785430173_1.jpg,,054-6490331,https://www.rimonimband.co.il/,,,5,29,"חומת שמואל הר חומה, ירושלים"
MissBehave - להקת מיסביהייב,052-6562353,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\MissBehave_-_להקת_מיסביהייב_1785430183_1.jpg,,052-6562353,https://www.missbehave.band/,,,5,4,"שדרות המעפילים, תל אביב יפו, ישראל"
UnderCovers |  להקת אירועים,052-5616564,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\UnderCovers____להקת_אירועים_1785430193_1.jpg,,052-5616564,http://www.undercoversband.net,,,5,43,"רעננה, ישראל"
קריזמו אולפן הקלטות,058-7605560,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קריזמו_אולפן_הקלטות_1785430202_1.jpg,,058-7605560,https://www.instagram.com/karizmofficial/,,,5,1,"חדרה, ישראל"
Katrina Sax,053-5536443,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Katrina_Sax_1785430210_1.jpg,,053-5536443,https://instagram.com/katrina.sax?igshid=MmJiY2I4NDBkZg==,,,5,13,"Bat Yam, ישראל"
אלעד גלרט סקסופון לאירועים,052-5822271,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלעד_גלרט_סקסופון_לאירועים_1785430218_1.jpg,,052-5822271,https://www.mit4mit.co.il/business/addBiz/,,,5,5,"קרית טבעון, ישראל"
ווייבס של אהבה,054-4792660,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ווייבס_של_אהבה_1785430226_1.jpg,,054-4792660,https://lovevibesband.wixsite.com/mysite,,,5,3,ישראל
בוסתן - להקת אירועים,054-3323483,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\בוסתן_-_להקת_אירועים_1785430235_1.jpg,,054-3323483,https://www.instagram.com/bustan_shows?igsh=MTB0ZjN1Z2l3YTVjZA%3D%3D&utm_source=qr,,,5,0,"תל אביב, ישראל"
להקת הבוקרים,058-7149365,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_הבוקרים_1785430244_1.jpg,,058-7149365,https://www.instagram.com/habokrim_band/,,,5,1,"ירושלים, ישראל"
הראל עזרא • להקה & Dj,053-4306355,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הראל_עזרא___להקה___Dj_1785430254_1.jpg,,053-4306355,https://www.instagram.com/harel.band.dj,,,5,0,ישראל
three note samba | הרכב חתונות ואירועים,050-6661506,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\three_note_samba___הרכב_חתונות_ואירועים_1785430263_1.jpg,,050-6661506,https://www.instagram.com/three.note.samba?igsh=NzM4ZW53NGp6ZnJo,,,5,1,"תל אביב, ישראל"
Groove - מוזיקה ובידור,052-8913312,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\Groove_-_מוזיקה_ובידור_1785430274_1.jpg,,052-8913312,http://www.grooveisrael.com,,,5,7,"פינסקר, תל אביב יפו, ישראל"
שמח תשמח תקליטן דתי לחתונות וארועים,054-8090401,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שמח_תשמח_תקליטן_דתי_לחתונות_וארועים_1785430284_1.jpg,,054-8090401,http://sameachnet.wixsite.com/0548090401,,,5.0,3,"השומרון 13, קרית מלאכי, ישראל"
להקת רוקדים - Rockdim Band,052-3464336,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_רוקדים_-_Rockdim_Band_1785430293_1.jpg,,052-3464336,http://www.rockdim.co.il,,,5.0,85,"טיומקין 16, תל אביב יפו, ישראל"
דיגיי ישראל בנישתי,053-4708333,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דיגיי_ישראל_בנישתי_1785430305_1.jpg,,053-4708333,https://www.instagram.com/dj_israel.b?igsh=MWk5ZDh3NW52b2hmcg==,,,5,7,"נווה יהושע, רמת גן, ישראל"
אדם להב זמר,052-6992143,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אדם_להב_זמר_1785430314_1.jpg,,052-6992143,http://www.adamlahav.com,,,5.0,9,ישראל
אורי טור - נגן סקסופון וקלרינט,052-4781080,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אורי_טור_-_נגן_סקסופון_וקלרינט_1785430323_1.jpg,,052-4781080,https://www.instagram.com/uri__tur,,,5,5,"ירושלים, ישראל"
להקת באלנס,050-6848770,זמרים ולהקות,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\להקת_באלנס_1785430331_1.jpg,,050-6848770,https://www.facebook.com/%D7%9C%D7%94%D7%A7%D7%AA-%D7%91%D7%90%D7%9C%D7%A0%D7%A1-384442975461139/,,,5,2,"שדרות ירושלים 53, קרית ים, ישראל"
טל אלון מאפרת ומסרקת כלות,054-7435588,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\טל_אלון_מאפרת_ומסרקת_כלות_1785448801_1.jpg,,054-7435588,https://www.facebook.com/share/18v9c2BXzt/,,,5,39,"רמת גן, ישראל"
אלינה גלוזמן | איפור ועיצוב שיער,052-8630547,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלינה_גלוזמן___איפור_ועיצוב_שיער_1785448820_1.jpg,,052-8630547,https://instagram.com/elina_gluzman_makeup_hair,,,5,164,"הדובדבן, קרית אונו, ישראל"
מעין דהן מסרקת ומאפרת כלות וערב,055-2118684,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מעין_דהן_מסרקת_ומאפרת_כלות_וערב_1785448836_1.jpg,,055-2118684,https://www.instagram.com/maayan_hairstyle_makeup/,,,5,6,"הקריות, ישראל"
נירית קורנברג מאפרת,050-5963724,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נירית_קורנברג_מאפרת_1785448854_1.jpg,,050-5963724,https://www.instagram.com/niritkorenberg_,,,5,59,"חיפה, ישראל"
אלינור ברש,050-9992148,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלינור_ברש_1785448870_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלינור_ברש_1785448873_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלינור_ברש_1785448875_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלינור_ברש_1785448877_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלינור_ברש_1785448880_5.jpg,050-9992148,http://www.elinorbarash.co.il,,,4,387,"תל מונד, תל מונד"
עינב שלום - איפור ועיצוב שיער,054-4740277,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עינב_שלום_-_איפור_ועיצוב_שיער_1785448887_1.jpg,,054-4740277,http://www.einavmakeup.co.il,,,5.0,205,ישראל
אלה אביב איפור ושיער,054-7778127,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלה_אביב_איפור_ושיער_1785448904_1.jpg,,054-7778127,https://www.instagram.com/ela_aviv/,,,5,318,"תל מונד, ישראל"
טלי עמרם - איפור ושיער,050-8090784,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\טלי_עמרם_-_איפור_ושיער_1785448921_1.jpg,,050-8090784,http://www.taliamram.co.il/,,,4,185,"תל אביב יפו, ישראל"
סיוון אפללו מסרקת ומאפרת כלות וערב,055-2118692,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\סיוון_אפללו_מסרקת_ומאפרת_כלות_וערב_1785448938_1.jpg,,055-2118692,https://www.instagram.com/sivan.aflalo?igsh=MWVwem5hem5oNGtpbQ%3D%3D&utm_source=qr,,,5,20,"אשדוד, ישראל"
זיוות הרשקו מאפרת כלות,054-4844122,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\זיוות_הרשקו_מאפרת_כלות_1785448955_1.jpg,,054-4844122,https://www.instagram.com/zivat_hershko_makeup/,,,5,17,"נתניה, ישראל"
חן שלי כהן מאפרת ומסרקת כלות וערב,052-3667403,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\חן_שלי_כהן_מאפרת_ומסרקת_כלות_וערב_1785448972_1.jpg,,052-3667403,https://www.instagram.com/chen_cohen_shelly?igsh=NmplempmMGc3cjcz&utm_source=qr,,,5,54,"קיסריה, ישראל"
תמר הלאלי מוסרי - איפור ושיער,050-6927068,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תמר_הלאלי_מוסרי_-_איפור_ושיער_1785448988_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תמר_הלאלי_מוסרי_-_איפור_ושיער_1785448991_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תמר_הלאלי_מוסרי_-_איפור_ושיער_1785448994_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תמר_הלאלי_מוסרי_-_איפור_ושיער_1785448996_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\תמר_הלאלי_מוסרי_-_איפור_ושיער_1785448998_5.jpg,050-6927068,https://instagram.com/tamarhalali?https://instagram.com/tamarhalali?igshid=rbgq79nby0h2=rbgq79nby0h2,,,4,351,"מגדל עוז 3, מודיעין מכבים רעות, ישראל"
לירז סולומון,052-5402273,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\לירז_סולומון_1785449006_1.jpg,,052-5402273,https://instagram.com/lirazsol_makeuphair?igshid=YmMyMTA2M2Y=,,,5.0,199,"רחובות, ישראל"
מירי שפיצר | מאפרת ומסרקת,03-3819312,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מירי_שפיצר___מאפרת_ומסרקת_1785449028_1.jpg,,03-3819312,https://brandskil.co.il/mirispitzer/,,,5,13,"ירושלים, ישראל"
נופר גולדפיז איפור ושיער לכלות,052-2828357,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נופר_גולדפיז_איפור_ושיער_לכלות_1785449045_1.jpg,,052-2828357,https://www.instagram.com/Nofar_hairstyls.makeup,,,5,25,"רחובות, ישראל"
דניאל קליין || מאפרת כלות,054-9572023,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דניאל_קליין____מאפרת_כלות_1785449061_1.jpg,,054-9572023,https://dkmakeup.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZfPmTogiWTpPVbzGSAvokrasVJI64ya5gRaF3bDtTmjy1fls9AnCpAjOg_aem_s9QKYmHIlz7oiNJdAZM8zA,,,5,9,"רעננה, ישראל"
חן בוקר,050-9005624,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\חן_בוקר_1785449076_1.jpg,,050-9005624,https://www.instagram.com/chenboker_?igsh=NnQ4NmhxOXFzbHQ1&utm_source=qr,,,5,15,"יקנעם, ישראל"
שחר קינדלר | Shahar Kindler,050-8490384,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שחר_קינדלר___Shahar_Kindler_1785449092_1.jpg,,050-8490384,https://www.instagram.com/shaharkindler/,,,5,175,"גדרה, ישראל"
רעות קליין - איפור לאירועים,050-8551565,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רעות_קליין_-_איפור_לאירועים_1785449110_1.jpg,,050-8551565,https://www.reutklein.co.il/,,,5,264,"נס ציונה, ישראל"
דנה בן נחום איפור ועיצוב שיער,052-8449393,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\דנה_בן_נחום_איפור_ועיצוב_שיער_1785449125_1.jpg,,052-8449393,https://www.instagram.com/dana_bennachum/,,,5,121,"ניר צבי, ישראל"
קרן קורתי - איפור מקצועי,052-5999102,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קרן_קורתי_-_איפור_מקצועי_1785449142_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קרן_קורתי_-_איפור_מקצועי_1785449145_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קרן_קורתי_-_איפור_מקצועי_1785449147_3.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קרן_קורתי_-_איפור_מקצועי_1785449149_4.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קרן_קורתי_-_איפור_מקצועי_1785449152_5.jpg,052-5999102,https://www.instagram.com/kerenkorati/,,,4,369,"כפר סבא, ישראל"
רבקה אברהם פוליטי איפור כלות וערב,054-4968908,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רבקה_אברהם_פוליטי_איפור_כלות_וערב_1785449162_1.jpg,,054-4968908,https://www.facebook.com/Rebecca-Make-Up-Artist-%D7%A8%D7%91%D7%A7%D7%94-%D7%90%D7%91%D7%A8%D7%94%D7%9D-%D7%A4%D7%95%D7%9C%D7%99%D7%98%D7%99-%D7%9E%D7%90%D7%A4%D7%A8%D7%AA-115745871844534/timeline,,,5.0,83,"זמיר 1, הוד השרון, ישראל"
יעל איתן,054-2471380,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יעל_איתן_1785449178_1.jpg,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יעל_איתן_1785449181_2.jpg|C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יעל_איתן_1785449183_3.jpg,054-2471380,http://instagram.com/yaeleitan_,,,4,152,מגיע עד אלייך
קשת חקון איפור ועיצוב שיער לכלות,050-2027424,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קשת_חקון_איפור_ועיצוב_שיער_לכלות_1785449195_1.jpg,,050-2027424,https://www.youtube.com/watch?v=JO_mejocaig&t=64s,,,5,327,"מרחביה קיבוץ, ישראל"
ענבל מסאס - איפור | עיצוב שיער,052-5919135,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ענבל_מסאס_-_איפור___עיצוב_שיער_1785449212_1.jpg,,052-5919135,http://www.inbalmakeup.co.il,,,4,328,"הדר, רמת גן"
אלכס מיכל איפור ושיער,054-7800735,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אלכס_מיכל_איפור_ושיער_1785449228_1.jpg,,054-7800735,http://www.instagram.com/alexamichal,,,5,235,"נחל אלכסנדר, צור יצחק, ישראל"
נעה רוט,052-6499025,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נעה_רוט_1785449244_1.jpg,,052-6499025,,,,5,27,קרית נטפים
כרמל גולן | איפור ועיצוב שיער,054-2408335,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\כרמל_גולן___איפור_ועיצוב_שיער_1785449262_1.jpg,,054-2408335,https://www.instagram.com/carmelgolan.hair.makeup/,,,5,291,"גבת, ישראל"
אורן קדוש -  איפור ועיצוב שיער לכלות,058-5397397,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אורן_קדוש_-__איפור_ועיצוב_שיער_לכלות_1785449278_1.jpg,,058-5397397,https://orenkadosh.net/,,,5,48,קרני שומרון
רביד פלג - איפור ותסרוקות לכלות,052-2417859,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רביד_פלג_-_איפור_ותסרוקות_לכלות_1785449294_1.jpg,,052-2417859,,,,5,156,"פרדסיה, ישראל"
אביה בן שמחון,054-2033659,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\אביה_בן_שמחון_1785449316_1.jpg,,054-2033659,https://instagram.com/aviya_ben_simhon?utm_medium=copy_link,,,5,33,"מחנה יהודה, ירושלים, ישראל"
רעות נבון איפור ושיער,050-7816923,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רעות_נבון_איפור_ושיער_1785449334_1.jpg,,050-7816923,,,,5,21,"מגדל העמק, ישראל"
קרן רימון,050-7232832,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\קרן_רימון_1785449347_1.jpg,,050-7232832,https://www.instagram.com/kerenrimon_makeup_hair/profilecard/?igsh=MzQ2aDc1MjFkMDht,,,5,151,"הוד השרון, ישראל"
יעל נאור ביוטי | yael naor beauty,050-8422650,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\יעל_נאור_ביוטי___yael_naor_beauty_1785449361_1.jpg,,050-8422650,https://www.yaelnaor.com/,,,5,81,"ביאליק, ראשון לציון, ישראל"
הדר גרא איפור ושיער,052-6075777,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\הדר_גרא_איפור_ושיער_1785449378_1.jpg,,052-6075777,https://www.instagram.com/hadargera_makeuphair,,,5,86,"רמת ישי, ישראל"
לירון מילר איפור ושיער,054-3030074,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\לירון_מילר_איפור_ושיער_1785449398_1.jpg,,054-3030074,https://instagram.com/liron_miller_brides,,,5,57,"נתניה, ישראל"
היא-לי קסוטו איפור ושיער,050-6870014,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\היא-לי_קסוטו_איפור_ושיער_1785449413_1.jpg,,050-6870014,https://www.facebook.com/hilikasutomakeup/,,,5,89,"מעפילי אגוז, תל אביב יפו"
שלי טולדנו איפור שיער,058-4802188,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\שלי_טולדנו_איפור_שיער_1785449429_1.jpg,,058-4802188,https://www.instagram.com/shelly_toledano_makeup_hair/profilecard/?igsh=MTRicGxldG5vb3M2aw==,,,5,37,"תשרי 46, מודיעין מכבים רעות, ישראל"
מיכל מיטל אלקבץ,050-6839520,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\מיכל_מיטל_אלקבץ_1785449445_1.jpg,,050-6839520,https://www.instagram.com/michalmeital?igsh=MTh2cnZhZGh6YnpnbA%3D%3D&utm_source=qr,,,5,48,"הזורע, ישראל"
נועה אטיאס | איפור ושיער לכלות,052-5317111,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נועה_אטיאס___איפור_ושיער_לכלות_1785449462_1.jpg,,052-5317111,https://www.instagram.com/noa_atias_makeup_hair/,,,5,60,"קריית ביאליק, ישראל"
עדי קרוננפלד- מאפרת ומסרקת כלות,053-2268027,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עדי_קרוננפלד-_מאפרת_ומסרקת_כלות_1785449478_1.jpg,,053-2268027,https://www.instagram.com/adi__makeup?igsh=ZGx2ODBrNW5ic202,,,5,44,"עמק יזרעאל, ישראל"
ליהי סבר איפור ועיצוב שיער,054-6656647,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\ליהי_סבר_איפור_ועיצוב_שיער_1785449494_1.jpg,,054-6656647,https://instagram.com/lihisever.makeup?igshid=OGQ5ZDc2ODk2ZA==,,,5,38,"תל אביב-יפו, ישראל"
נויה רודיטי איפור ושיער לכלות,050-8617491,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נויה_רודיטי_איפור_ושיער_לכלות_1785449511_1.jpg,,050-8617491,https://www.instagram.com/noyaroditi.brides/,,,5,98,"תל אביב, ישראל"
זימרה איפור ועיצוב שיער לכלות,050-6718551,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\זימרה_איפור_ועיצוב_שיער_לכלות_1785449527_1.jpg,,050-6718551,https://www.instagram.com/zim_hairmakeup__brides,,,5,27,צופים
נעמה גלעד,050-7166221,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\נעמה_גלעד_1785449543_1.jpg,,050-7166221,https://instagram.com/naamagilad?r=nametag,,,5,30,אלפי מנשה
עמית לוי | איפור ועיצוב שיער לכלות,050-7442208,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עמית_לוי___איפור_ועיצוב_שיער_לכלות_1785449559_1.jpg,,050-7442208,https://www.instagram.com/_amitlevi_?igsh=MTIwdzEycDd2bXMzNA==,,,5,35,"תל אביב, ישראל"
עמית לי איפור ועיצוב שיער,052-2982550,איפור,,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\עמית_לי_איפור_ועיצוב_שיער_1785449577_1.jpg,,052-2982550,https://www.amitleemakeup.com/,,,5,297,"פתח תקווה, ישראל"
